DeviceAddress,Nome,MAC,TAG,LAT,LONG,Grupo,Modelo
0006E56B,Luminaria,5C-CF-7F-06-E5-6B,L303,-29.68202773,-51.15338859,Grupo 1,0,HDA-01
000AF4AD,Luminaria,5C-CF-7F-0A-F4-AD,L074,-29.68180974,-51.08574186,Grupo 1,0,HDA-01
000AF52F,Luminaria,5C-CF-7F-0A-F5-2F,L308,-29.69469145,-51.08956526,Grupo 1,0,HDA-01
0006E640,Luminaria,5C-CF-7F-06-E6-40,L079,-29.69385683,-51.11036063,Grupo 1,0,HDA-01
000AF663,Luminaria,5C-CF-7F-0A-F6-63,L313,-29.67832946,-51.10542529,Grupo 1,0,HDA-01
0006E5E8,Luminaria,5C-CF-7F-06-E5-E8,L129,-29.67151176,-51.15775661,Grupo 1,0,HDA-01
000AF44D,Luminaria,5C-CF-7F-0A-F4-4D,L323,-29.69010525,-51.11097204,Grupo 1,0,HDA-01
0006E489,Luminaria,5C-CF-7F-06-E4-89,L333,-29.68670294,-51.10931912,Grupo 1,0,HDA-01
0006E552,Luminaria,5C-CF-7F-06-E5-52,L095,-29.68736636,-51.12933982,Grupo 1,0,HDA-01
0006E5CB,Luminaria,5C-CF-7F-06-E5-CB,L318,-29.68293352,-51.13111722,Grupo 1,0,HDA-01
000AF4C1,Luminaria,5C-CF-7F-0A-F4-C1,L120,-29.69182036,-51.1425044,Grupo 1,0,HDA-01
0006E58F,Luminaria,5C-CF-7F-06-E5-8F,L104,-29.67797928,-51.07643535,Grupo 1,0,HDA-01
000AF697,Luminaria,5C-CF-7F-0A-F6-97,L328,-29.68164874,-51.11392448,Grupo 1,0,HDA-01
0006E3F0,Luminaria,5C-CF-7F-06-E3-F0,L086,-29.69443988,-51.08123049,Grupo 1,0,HDA-01
000AF4D2,Luminaria,5C-CF-7F-0A-F4-D2,L111,-29.66736395,-51.13336858,Grupo 1,0,HDA-01
0006E46F,Luminaria,5C-CF-7F-06-E4-6F,L338,-29.69449864,-51.14366882,Grupo 1,0,HDA-01
0006E4E8,Luminaria,5C-CF-7F-06-E4-E8,L347,-29.69051126,-51.09280082,Grupo 1,0,HDA-01
000AF638,Luminaria,5C-CF-7F-0A-F6-38,L136,-29.69491388,-51.15103174,Grupo 1,0,HDA-01
000AF506,Luminaria,5C-CF-7F-0A-F5-06,L351,-29.69105435,-51.09415646,Grupo 1,0,HDA-01
000AF4D9,Luminaria,5C-CF-7F-0A-F4-D9,L102,-29.67639782,-51.13596528,Grupo 1,0,HDA-01
0006E605,Luminaria,5C-CF-7F-06-E6-05,L198,-29.6829995,-51.15065023,Grupo 1,0,HDA-01
0006E431,Luminaria,5C-CF-7F-06-E4-31,L127,-29.69448994,-51.12439412,Grupo 1,0,HDA-01
0006E63F,Luminaria,5C-CF-7F-06-E6-3F,L223,-29.67109243,-51.09784579,Grupo 1,0,HDA-01
0006E71A,Luminaria,5C-CF-7F-06-E7-1A,L145,-29.6908311,-51.13174167,Grupo 1,0,HDA-01
0006E6B4,Luminaria,5C-CF-7F-06-E6-B4,L144,-29.6873782,-51.14636506,Grupo 1,0,HDA-01
0006E398,Luminaria,5C-CF-7F-06-E3-98,L170,-29.68214484,-51.10445786,Grupo 1,0,HDA-01
000AF460,Luminaria,5C-CF-7F-0A-F4-60,L169,-29.67340625,-51.1558756,Grupo 1,0,HDA-01
000AF5C3,Luminaria,5C-CF-7F-0A-F5-C3,L195,-29.68602909,-51.09047482,Grupo 1,0,HDA-01
0006E6A1,Luminaria,5C-CF-7F-06-E6-A1,L194,-29.66612543,-51.12181367,Grupo 1,0,HDA-01
0006E766,Luminaria,5C-CF-7F-06-E7-66,L220,-29.67316822,-51.13991289,Grupo 1,0,HDA-01
000AF6A0,Luminaria,5C-CF-7F-0A-F6-A0,L219,-29.66690126,-51.11439974,Grupo 1,0,HDA-01
000AF474,Luminaria,5C-CF-7F-0A-F4-74,L141,-29.68003313,-51.08431932,Grupo 1,0,HDA-01
0006E4FA,Luminaria,5C-CF-7F-06-E4-FA,L231,-29.68341735,-51.12312541,Grupo 1,0,HDA-01
0006E536,Luminaria,5C-CF-7F-06-E5-36,L166,-29.69277704,-51.15031548,Grupo 1,0,HDA-01
0006E45F,Luminaria,5C-CF-7F-06-E4-5F,L238,-29.67888,-51.1332522,Grupo 1,0,HDA-01
0006E502,Luminaria,5C-CF-7F-06-E5-02,L191,-29.67801932,-51.12174086,Grupo 1,0,HDA-01
000AF5E4,Luminaria,5C-CF-7F-0A-F5-E4,L242,-29.6833911,-51.08669585,Grupo 1,0,HDA-01
0006E549,Luminaria,5C-CF-7F-06-E5-49,L216,-29.68977653,-51.14563066,Grupo 1,0,HDA-01
0006E738,Luminaria,5C-CF-7F-06-E7-38,L248,-29.68987825,-51.14489128,Grupo 1,0,HDA-01
0006E387,Luminaria,5C-CF-7F-06-E3-87,L133,-29.69254068,-51.13833605,Grupo 1,0,HDA-01
0006E772,Luminaria,5C-CF-7F-06-E7-72,L162,-29.6926499,-51.1004199,Grupo 1,0,HDA-01
0006E5FA,Luminaria,5C-CF-7F-06-E5-FA,L187,-29.68515662,-51.10337969,Grupo 1,0,HDA-01
0006E3E7,Luminaria,5C-CF-7F-06-E3-E7,L262,-29.68252769,-51.103692,Grupo 1,0,HDA-01
000AF5CC,Luminaria,5C-CF-7F-0A-F5-CC,L252,-29.68271728,-51.12595167,Grupo 1,0,HDA-01
0006E48F,Luminaria,5C-CF-7F-06-E4-8F,L257,-29.69431705,-51.09840686,Grupo 1,0,HDA-01
000AF677,Luminaria,5C-CF-7F-0A-F6-77,L212,-29.6724686,-51.09137301,Grupo 1,0,HDA-01
000AF56F,Luminaria,5C-CF-7F-0A-F5-6F,L267,-29.67837001,-51.11786839,Grupo 1,0,HDA-01
0006E34C,Luminaria,5C-CF-7F-06-E3-4C,L158,-29.67118008,-51.11035061,Grupo 1,0,HDA-01
000AF4D6,Luminaria,5C-CF-7F-0A-F4-D6,L272,-29.69141325,-51.13146831,Grupo 1,0,HDA-01
0006E5FF,Luminaria,5C-CF-7F-06-E5-FF,L113,-29.69302392,-51.07966285,Grupo 1,0,HDA-01
0006E546,Luminaria,5C-CF-7F-06-E5-46,L277,-29.68314083,-51.1366769,Grupo 1,0,HDA-01
0006E60F,Luminaria,5C-CF-7F-06-E6-0F,L287,-29.68524072,-51.08933409,Grupo 1,0,HDA-01
000AF485,Luminaria,5C-CF-7F-0A-F4-85,L282,-29.67174484,-51.09415311,Grupo 1,0,HDA-01
000AF465,Luminaria,5C-CF-7F-0A-F4-65,L189,-29.69154403,-51.08991617,Grupo 1,0,HDA-01
000AF544,Luminaria,5C-CF-7F-0A-F5-44,L214,-29.66575314,-51.14807238,Grupo 1,0,HDA-01
0006E4AD,Luminaria,5C-CF-7F-06-E4-AD,L232,-29.6843884,-51.15682808,Grupo 1,0,HDA-01
0006E53E,Luminaria,5C-CF-7F-06-E5-3E,L236,-29.6896442,-51.10537734,Grupo 1,0,HDA-01
0006E53B,Luminaria,5C-CF-7F-06-E5-3B,L241,-29.66860806,-51.14742785,Grupo 1,0,HDA-01
0006E661,Luminaria,5C-CF-7F-06-E6-61,L247,-29.69365492,-51.08045778,Grupo 1,0,HDA-01
0006E6F5,Luminaria,5C-CF-7F-06-E6-F5,L251,-29.67836726,-51.12923885,Grupo 1,0,HDA-01
0006E55A,Luminaria,5C-CF-7F-06-E5-5A,L256,-29.67382211,-51.09798774,Grupo 1,0,HDA-01
0006E33F,Luminaria,5C-CF-7F-06-E3-3F,L261,-29.67257601,-51.12317117,Grupo 1,0,HDA-01
0006E39C,Luminaria,5C-CF-7F-06-E3-9C,L292,-29.67046836,-51.13767055,Grupo 1,0,HDA-01
0006E3F6,Luminaria,5C-CF-7F-06-E3-F6,L300,-29.68886017,-51.15774562,Grupo 1,0,HDA-01
000AF529,Luminaria,5C-CF-7F-0A-F5-29,L183,-29.67779488,-51.1107476,Grupo 1,0,HDA-01
000AF5D2,Luminaria,5C-CF-7F-0A-F5-D2,L208,-29.66746512,-51.12631124,Grupo 1,0,HDA-01
0006E59D,Luminaria,5C-CF-7F-06-E5-9D,L093,-29.68778799,-51.11784861,Grupo 1,0,HDA-01
0006E36E,Luminaria,5C-CF-7F-06-E3-6E,L307,-29.68593599,-51.14348003,Grupo 1,0,HDA-01
0006E3A0,Luminaria,5C-CF-7F-06-E3-A0,L154,-29.67885864,-51.08293638,Grupo 1,0,HDA-01
0006E5A8,Luminaria,5C-CF-7F-06-E5-A8,L312,-29.6810343,-51.09124416,Grupo 1,0,HDA-01
0006E6E1,Luminaria,5C-CF-7F-06-E6-E1,L179,-29.68010751,-51.0860096,Grupo 1,0,HDA-01
0006E60C,Luminaria,5C-CF-7F-06-E6-0C,L365,-29.68903782,-51.08324103,Grupo 1,0,HDA-01
000AF6C5,Luminaria,5C-CF-7F-0A-F6-C5,L204,-29.67735779,-51.12782567,Grupo 1,0,HDA-01
000AF425,Luminaria,5C-CF-7F-0A-F4-25,L376,-29.67218648,-51.15260903,Grupo 1,0,HDA-01
0006E404,Luminaria,5C-CF-7F-06-E4-04,L229,-29.67043955,-51.12672063,Grupo 1,0,HDA-01
000AF502,Luminaria,5C-CF-7F-0A-F5-02,L391,-29.68588449,-51.09894154,Grupo 1,0,HDA-01
000AF4F1,Luminaria,5C-CF-7F-0A-F4-F1,L230,-29.68059791,-51.13485972,Grupo 1,0,HDA-01
000AF6A5,Luminaria,5C-CF-7F-0A-F6-A5,L317,-29.68719188,-51.08626647,Grupo 1,0,HDA-01
0006E66F,Luminaria,5C-CF-7F-06-E6-6F,L239,-29.67439855,-51.13763687,Grupo 1,0,HDA-01
000AF4B3,Luminaria,5C-CF-7F-0A-F4-B3,L322,-29.69372164,-51.09888246,Grupo 1,0,HDA-01
000AF6C6,Luminaria,5C-CF-7F-0A-F6-C6,L244,-29.66757809,-51.11182007,Grupo 1,0,HDA-01
000AF6AA,Luminaria,5C-CF-7F-0A-F6-AA,L327,-29.67837122,-51.09817996,Grupo 1,0,HDA-01
0006E5FD,Luminaria,5C-CF-7F-06-E5-FD,L249,-29.66900602,-51.15373056,Grupo 1,0,HDA-01
0006E5D8,Luminaria,5C-CF-7F-06-E5-D8,L332,-29.68661633,-51.10794624,Grupo 1,0,HDA-01
0006E5DA,Luminaria,5C-CF-7F-06-E5-DA,L254,-29.67279889,-51.14597705,Grupo 1,0,HDA-01
0006E3EB,Luminaria,5C-CF-7F-06-E3-EB,L337,-29.67588253,-51.08990764,Grupo 1,0,HDA-01
0006E693,Luminaria,5C-CF-7F-06-E6-93,L259,-29.69237783,-51.08011357,Grupo 1,0,HDA-01
000AF5E2,Luminaria,5C-CF-7F-0A-F5-E2,L342,-29.69495899,-51.11561282,Grupo 1,0,HDA-01
000AF5AD,Luminaria,5C-CF-7F-0A-F5-AD,L264,-29.68457782,-51.0872568,Grupo 1,0,HDA-01
0006E34F,Luminaria,5C-CF-7F-06-E3-4F,L350,-29.68224183,-51.15513555,Grupo 1,0,HDA-01
000AF567,Luminaria,5C-CF-7F-0A-F5-67,L269,-29.67760959,-51.13094765,Grupo 1,0,HDA-01
000AF488,Luminaria,5C-CF-7F-0A-F4-88,L361,-29.6865687,-51.1468601,Grupo 1,0,HDA-01
0006E465,Luminaria,5C-CF-7F-06-E4-65,L279,-29.67893369,-51.11310657,Grupo 1,0,HDA-01
0006E323,Luminaria,5C-CF-7F-06-E3-23,L274,-29.67388577,-51.0848594,Grupo 1,0,HDA-01
0006E3E8,Luminaria,5C-CF-7F-06-E3-E8,L375,-29.69232977,-51.14460323,Grupo 1,0,HDA-01
000AF497,Luminaria,5C-CF-7F-0A-F4-97,L386,-29.6924771,-51.07913736,Grupo 1,0,HDA-01
000AF6C0,Luminaria,5C-CF-7F-0A-F6-C0,L284,-29.69495677,-51.0893126,Grupo 1,0,HDA-01
0006E770,Luminaria,5C-CF-7F-06-E7-70,L382,-29.68584533,-51.09781938,Grupo 1,0,HDA-01
0006E3E5,Luminaria,5C-CF-7F-06-E3-E5,L373,-29.68572671,-51.0953613,Grupo 1,0,HDA-01
0006E47D,Luminaria,5C-CF-7F-06-E4-7D,L392,-29.66902775,-51.12631034,Grupo 1,0,HDA-01
0006E38A,Luminaria,5C-CF-7F-06-E3-8A,L364,-29.69165532,-51.09330263,Grupo 1,0,HDA-01
0006E519,Luminaria,5C-CF-7F-06-E5-19,L309,-29.66905958,-51.12238528,Grupo 1,0,HDA-01
000AF6B6,Luminaria,5C-CF-7F-0A-F6-B6,L314,-29.68122205,-51.12993986,Grupo 1,0,HDA-01
0006E652,Luminaria,5C-CF-7F-06-E6-52,L301,-29.67254838,-51.11664951,Grupo 1,0,HDA-01
0006E367,Luminaria,5C-CF-7F-06-E3-67,L403,-29.66922279,-51.11342263,Grupo 1,0,HDA-01
000AF67A,Luminaria,5C-CF-7F-0A-F6-7A,L389,-29.66817122,-51.08007076,Grupo 1,0,HDA-01
000AF47F,Luminaria,5C-CF-7F-0A-F4-7F,L304,-29.68234038,-51.12268414,Grupo 1,0,HDA-01
000AF446,Luminaria,5C-CF-7F-0A-F4-46,L289,-29.67355355,-51.08835511,Grupo 1,0,HDA-01
0006E6E9,Luminaria,5C-CF-7F-06-E6-E9,L393,-29.68324646,-51.10245757,Grupo 1,0,HDA-01
000AF44E,Luminaria,5C-CF-7F-0A-F4-4E,L324,-29.68921792,-51.1353928,Grupo 1,0,HDA-01
000AF5F0,Luminaria,5C-CF-7F-0A-F5-F0,L413,-29.67061827,-51.10717455,Grupo 1,0,HDA-01
000AF548,Luminaria,5C-CF-7F-0A-F5-48,L294,-29.68594966,-51.09400032,Grupo 1,0,HDA-01
0006E419,Luminaria,5C-CF-7F-06-E4-19,L353,-29.66930904,-51.09833256,Grupo 1,0,HDA-01
0006E750,Luminaria,5C-CF-7F-06-E7-50,L319,-29.68082483,-51.0954406,Grupo 1,0,HDA-01
0006E49F,Luminaria,5C-CF-7F-06-E4-9F,L334,-29.69053719,-51.12491271,Grupo 1,0,HDA-01
0006E67E,Luminaria,5C-CF-7F-06-E6-7E,L408,-29.66803594,-51.07783343,Grupo 1,0,HDA-01
000AF478,Luminaria,5C-CF-7F-0A-F4-78,L483,-29.67576508,-51.14199431,Grupo 1,0,HDA-01
0006E728,Luminaria,5C-CF-7F-06-E7-28,L458,-29.6892424,-51.09199354,Grupo 1,0,HDA-01
000AF462,Luminaria,5C-CF-7F-0A-F4-62,L339,-29.68844114,-51.12199268,Grupo 1,0,HDA-01
0006E6C4,Luminaria,5C-CF-7F-06-E6-C4,L498,-29.69333515,-51.10558167,Grupo 1,0,HDA-01
0006E77C,Luminaria,5C-CF-7F-06-E7-7C,L329,-29.66770935,-51.10308175,Grupo 1,0,HDA-01
000AF649,Luminaria,5C-CF-7F-0A-F6-49,L473,-29.69534659,-51.1069864,Grupo 1,0,HDA-01
0006E5D9,Luminaria,5C-CF-7F-06-E5-D9,L508,-29.66773486,-51.11005812,Grupo 1,0,HDA-01
000AF49D,Luminaria,5C-CF-7F-0A-F4-9D,L366,-29.68188595,-51.15845684,Grupo 1,0,HDA-01
000AF524,Luminaria,5C-CF-7F-0A-F5-24,L433,-29.66572905,-51.13476476,Grupo 1,0,HDA-01
0006E55D,Luminaria,5C-CF-7F-06-E5-5D,L463,-29.69550061,-51.11695513,Grupo 1,0,HDA-01
0006E3D8,Luminaria,5C-CF-7F-06-E3-D8,L266,-29.67322417,-51.15611752,Grupo 1,0,HDA-01
000AF4BB,Luminaria,5C-CF-7F-0A-F4-BB,L352,-29.68982631,-51.10350482,Grupo 1,0,HDA-01
000AF657,Luminaria,5C-CF-7F-0A-F6-57,L363,-29.66984421,-51.13050881,Grupo 1,0,HDA-01
0006E689,Luminaria,5C-CF-7F-06-E6-89,L450,-29.67766003,-51.12567583,Grupo 1,0,HDA-01
0006E355,Luminaria,5C-CF-7F-06-E3-55,L396,-29.67746211,-51.114484,Grupo 1,0,HDA-01
0006E657,Luminaria,5C-CF-7F-06-E6-57,L428,-29.66986496,-51.15836937,Grupo 1,0,HDA-01
0006E554,Luminaria,5C-CF-7F-06-E5-54,L513,-29.6784923,-51.15421927,Grupo 1,0,HDA-01
0006E5F8,Luminaria,5C-CF-7F-06-E5-F8,L418,-29.67399405,-51.08000917,Grupo 1,0,HDA-01
0006E4F4,Luminaria,5C-CF-7F-06-E4-F4,L438,-29.68407937,-51.13275863,Grupo 1,0,HDA-01
0006E35F,Luminaria,5C-CF-7F-06-E3-5F,L374,-29.68873786,-51.09830333,Grupo 1,0,HDA-01
0006E3B4,Luminaria,5C-CF-7F-06-E3-B4,L399,-29.68291055,-51.08955623,Grupo 1,0,HDA-01
0006E681,Luminaria,5C-CF-7F-06-E6-81,L410,-29.67443965,-51.10197322,Grupo 1,0,HDA-01
000AF52B,Luminaria,5C-CF-7F-0A-F5-2B,L378,-29.68922698,-51.09031553,Grupo 1,0,HDA-01
0006E3FA,Luminaria,5C-CF-7F-06-E3-FA,L291,-29.66571425,-51.15209893,Grupo 1,0,HDA-01
0006E5D6,Luminaria,5C-CF-7F-06-E5-D6,L442,-29.69306542,-51.13346469,Grupo 1,0,HDA-01
0006E705,Luminaria,5C-CF-7F-06-E7-05,L372,-29.67581805,-51.08365348,Grupo 1,0,HDA-01
000AF568,Luminaria,5C-CF-7F-0A-F5-68,L423,-29.69433137,-51.12928627,Grupo 1,0,HDA-01
0006E530,Luminaria,5C-CF-7F-06-E5-30,L276,-29.67860489,-51.11348315,Grupo 1,0,HDA-01
0006E6D9,Luminaria,5C-CF-7F-06-E6-D9,L397,-29.68243497,-51.0908891,Grupo 1,0,HDA-01
000AF68D,Luminaria,5C-CF-7F-0A-F6-8D,L400,-29.66903249,-51.12287884,Grupo 1,0,HDA-01
0006E54D,Luminaria,5C-CF-7F-06-E5-4D,L523,-29.68751833,-51.13499717,Grupo 1,0,HDA-01
000AF67C,Luminaria,5C-CF-7F-0A-F6-7C,L349,-29.67966037,-51.08704222,Grupo 1,0,HDA-01
0006E47E,Luminaria,5C-CF-7F-06-E4-7E,L369,-29.68012505,-51.11835961,Grupo 1,0,HDA-01
000AF68E,Luminaria,5C-CF-7F-0A-F6-8E,L488,-29.66754045,-51.08973901,Grupo 1,0,HDA-01
0006E78B,Luminaria,5C-CF-7F-06-E7-8B,L316,-29.68084043,-51.11581488,Grupo 1,0,HDA-01
0006E67A,Luminaria,5C-CF-7F-06-E6-7A,L405,-29.66862945,-51.13247402,Grupo 1,0,HDA-01
0006E527,Luminaria,5C-CF-7F-06-E5-27,L380,-29.69040149,-51.08612136,Grupo 1,0,HDA-01
0006E3F9,Luminaria,5C-CF-7F-06-E3-F9,L447,-29.66791096,-51.07824368,Grupo 1,0,HDA-01
000AF553,Luminaria,5C-CF-7F-0A-F5-53,L503,-29.68301559,-51.12000549,Grupo 1,0,HDA-01
0006E5CE,Luminaria,5C-CF-7F-06-E5-CE,L286,-29.69331512,-51.13825193,Grupo 1,0,HDA-01
0006E5E0,Luminaria,5C-CF-7F-06-E5-E0,L387,-29.68377795,-51.08437023,Grupo 1,0,HDA-01
000AF4A5,Luminaria,5C-CF-7F-0A-F4-A5,L468,-29.69583952,-51.12261537,Grupo 1,0,HDA-01
0006E52C,Luminaria,5C-CF-7F-06-E5-2C,L518,-29.69402171,-51.10495306,Grupo 1,0,HDA-01
0006E763,Luminaria,5C-CF-7F-06-E7-63,L321,-29.69561318,-51.09178048,Grupo 1,0,HDA-01
0006E343,Luminaria,5C-CF-7F-06-E3-43,L311,-29.66744416,-51.09246859,Grupo 1,0,HDA-01
0006E5E5,Luminaria,5C-CF-7F-06-E5-E5,L297,-29.68916197,-51.12839867,Grupo 1,0,HDA-01
000AF687,Luminaria,5C-CF-7F-0A-F6-87,L394,-29.68559378,-51.0806648,Grupo 1,0,HDA-01
000AF693,Luminaria,5C-CF-7F-0A-F6-93,L281,-29.68482489,-51.1243737,Grupo 1,0,HDA-01
000AF481,Luminaria,5C-CF-7F-0A-F4-81,L295,-29.68303148,-51.14358613,Grupo 1,0,HDA-01
0006E5D4,Luminaria,5C-CF-7F-06-E5-D4,L271,-29.68415589,-51.08962055,Grupo 1,0,HDA-01
000AF65C,Luminaria,5C-CF-7F-0A-F6-5C,L478,-29.68981163,-51.12040075,Grupo 1,0,HDA-01
0006E590,Luminaria,5C-CF-7F-06-E5-90,L355,-29.67624585,-51.12950048,Grupo 1,0,HDA-01
0006E777,Luminaria,5C-CF-7F-06-E7-77,L493,-29.68942366,-51.12494402,Grupo 1,0,HDA-01
000AF508,Luminaria,5C-CF-7F-0A-F5-08,L306,-29.6738655,-51.07826045,Grupo 1,0,HDA-01
0006E52B,Luminaria,5C-CF-7F-06-E5-2B,L358,-29.67957886,-51.13543804,Grupo 1,0,HDA-01
0006E775,Luminaria,5C-CF-7F-06-E7-75,L395,-29.66899845,-51.09772856,Grupo 1,0,HDA-01
0006E460,Luminaria,5C-CF-7F-06-E4-60,L326,-29.69347588,-51.13740583,Grupo 1,0,HDA-01
0006E420,Luminaria,5C-CF-7F-06-E4-20,L398,-29.69258871,-51.07826186,Grupo 1,0,HDA-01
000AF60C,Luminaria,5C-CF-7F-0A-F6-0C,L331,-29.66867688,-51.15488166,Grupo 1,0,HDA-01
000AF640,Luminaria,5C-CF-7F-0A-F6-40,L404,-29.67430535,-51.13607057,Grupo 1,0,HDA-01
0006E4E0,Luminaria,5C-CF-7F-06-E4-E0,L336,-29.68980726,-51.07607348,Grupo 1,0,HDA-01
0006E4B6,Luminaria,5C-CF-7F-06-E4-B6,L409,-29.67097685,-51.13821868,Grupo 1,0,HDA-01
0006E5FB,Luminaria,5C-CF-7F-06-E5-FB,L340,-29.69273918,-51.09689255,Grupo 1,0,HDA-01
0006E6F8,Luminaria,5C-CF-7F-06-E6-F8,L414,-29.67407108,-51.13988306,Grupo 1,0,HDA-01
000AF5EF,Luminaria,5C-CF-7F-0A-F5-EF,L346,-29.68065517,-51.15020244,Grupo 1,0,HDA-01
0006E5CD,Luminaria,5C-CF-7F-06-E5-CD,L419,-29.68094151,-51.08588577,Grupo 1,0,HDA-01
0006E498,Luminaria,5C-CF-7F-06-E4-98,L360,-29.68566669,-51.09566881,Grupo 1,0,HDA-01
0006E5B1,Luminaria,5C-CF-7F-06-E5-B1,L424,-29.67050961,-51.08854539,Grupo 1,0,HDA-01
000AF67E,Luminaria,5C-CF-7F-0A-F6-7E,L371,-29.68157783,-51.11348465,Grupo 1,0,HDA-01
000AF5D3,Luminaria,5C-CF-7F-0A-F5-D3,L429,-29.67077093,-51.08741197,Grupo 1,0,HDA-01
0006E571,Luminaria,5C-CF-7F-06-E5-71,L385,-29.69287991,-51.11406073,Grupo 1,0,HDA-01
000AF498,Luminaria,5C-CF-7F-0A-F4-98,L367,-29.68821293,-51.09868508,Grupo 5,0,HDA-01
000AF5AC,Luminaria,5C-CF-7F-0A-F5-AC,L434,-29.67176945,-51.14539571,Grupo 1,0,HDA-01
0006E584,Luminaria,5C-CF-7F-06-E5-84,L439,-29.6948269,-51.11441178,Grupo 1,0,HDA-01
000AF6C3,Luminaria,5C-CF-7F-0A-F6-C3,L270,-29.68345113,-51.12295329,Grupo 1,0,HDA-01
0006E5A0,Luminaria,5C-CF-7F-06-E5-A0,L444,-29.66579355,-51.15811252,Grupo 1,0,HDA-01
0006E597,Luminaria,5C-CF-7F-06-E5-97,L275,-29.69286229,-51.0770251,Grupo 1,0,HDA-01
000AF68C,Luminaria,5C-CF-7F-0A-F6-8C,L455,-29.6695873,-51.11623931,Grupo 1,0,HDA-01
0006E5F1,Luminaria,5C-CF-7F-06-E5-F1,L280,-29.67001747,-51.11548819,Grupo 1,0,HDA-01
0006E441,Luminaria,5C-CF-7F-06-E4-41,L452,-29.66675808,-51.11719265,Grupo 1,0,HDA-01
0006E69C,Luminaria,5C-CF-7F-06-E6-9C,L285,-29.67679673,-51.15210649,Grupo 1,0,HDA-01
0006E4AC,Luminaria,5C-CF-7F-06-E4-AC,L459,-29.69027614,-51.12928033,Grupo 1,0,HDA-01
0006E48C,Luminaria,5C-CF-7F-06-E4-8C,L290,-29.68802458,-51.12517131,Grupo 1,0,HDA-01
000AF5B9,Luminaria,5C-CF-7F-0A-F5-B9,L464,-29.6845011,-51.14510709,Grupo 1,0,HDA-01
000AF5F4,Luminaria,5C-CF-7F-0A-F5-F4,L299,-29.67973173,-51.11661854,Grupo 1,0,HDA-01
0006E631,Luminaria,5C-CF-7F-06-E6-31,L469,-29.68206133,-51.08552081,Grupo 1,0,HDA-01
000AF65A,Luminaria,5C-CF-7F-0A-F6-5A,L298,-29.6773403,-51.0897584,Grupo 1,0,HDA-01
0006E758,Luminaria,5C-CF-7F-06-E7-58,L474,-29.6894797,-51.1480686,Grupo 1,0,HDA-01
000AF605,Luminaria,5C-CF-7F-0A-F6-05,L479,-29.68642029,-51.1505747,Grupo 1,0,HDA-01
0006E61F,Luminaria,5C-CF-7F-06-E6-1F,L305,-29.67397521,-51.1483952,Grupo 1,0,HDA-01
0006E338,Luminaria,5C-CF-7F-06-E3-38,L310,-29.6809009,-51.10294793,Grupo 1,0,HDA-01
0006E6CA,Luminaria,5C-CF-7F-06-E6-CA,L484,-29.69537164,-51.09289377,Grupo 1,0,HDA-01
000AF428,Luminaria,5C-CF-7F-0A-F4-28,L315,-29.67936514,-51.09806372,Grupo 1,0,HDA-01
000AF426,Luminaria,5C-CF-7F-0A-F4-26,L489,-29.68260959,-51.12949652,Grupo 1,0,HDA-01
000AF46A,Luminaria,5C-CF-7F-0A-F4-6A,L320,-29.67775928,-51.11969968,Grupo 1,0,HDA-01
0006E5B6,Luminaria,5C-CF-7F-06-E5-B6,L494,-29.68904604,-51.15647919,Grupo 1,0,HDA-01
000AF60A,Luminaria,5C-CF-7F-0A-F6-0A,L325,-29.68378095,-51.09149508,Grupo 1,0,HDA-01
0006E38C,Luminaria,5C-CF-7F-06-E3-8C,L499,-29.68045994,-51.15159491,Grupo 1,0,HDA-01
000AF673,Luminaria,5C-CF-7F-0A-F6-73,L504,-29.66748086,-51.15828397,Grupo 1,0,HDA-01
0006E508,Luminaria,5C-CF-7F-06-E5-08,L335,-29.69306773,-51.07775263,Grupo 1,0,HDA-01
000AF593,Luminaria,5C-CF-7F-0A-F5-93,L330,-29.66875233,-51.11554949,Grupo 1,0,HDA-01
0006E756,Luminaria,5C-CF-7F-06-E7-56,L509,-29.68889344,-51.10966019,Grupo 1,0,HDA-01
0006E628,Luminaria,5C-CF-7F-06-E6-28,L341,-29.67753333,-51.12854702,Grupo 1,0,HDA-01
0006E491,Luminaria,5C-CF-7F-06-E4-91,L514,-29.67911185,-51.08698371,Grupo 1,0,HDA-01
0006E463,Luminaria,5C-CF-7F-06-E4-63,L345,-29.69350677,-51.15383615,Grupo 1,0,HDA-01
000AF6B7,Luminaria,5C-CF-7F-0A-F6-B7,L356,-29.6722118,-51.07613563,Grupo 1,0,HDA-01
000AF654,Luminaria,5C-CF-7F-0A-F6-54,L381,-29.6727657,-51.0819649,Grupo 1,0,HDA-01
000AF60B,Luminaria,5C-CF-7F-0A-F6-0B,L343,-29.66807601,-51.12481952,Grupo 1,0,HDA-01
0006E376,Luminaria,5C-CF-7F-06-E3-76,L370,-29.67356077,-51.1246485,Grupo 1,0,HDA-01
0006E43E,Luminaria,5C-CF-7F-06-E4-3E,L379,-29.67495485,-51.12252341,Grupo 1,0,HDA-01
000AF603,Luminaria,5C-CF-7F-0A-F6-03,L354,-29.68965739,-51.08934515,Grupo 1,0,HDA-01
000AF55D,Luminaria,5C-CF-7F-0A-F5-5D,L383,-29.67724377,-51.14710958,Grupo 1,0,HDA-01
0006E671,Luminaria,5C-CF-7F-06-E6-71,L357,-29.67647933,-51.08375088,Grupo 1,0,HDA-01
